Data,Open,High,Low,Close,Volume
1999-07-15,9.711,9.75,9.633,9.711,97237.0
1999-07-16,9.839,10.162,9.839,9.995,181723.0
1999-07-19,10.035,10.035,9.789,9.878,108426.0
1999-07-20,9.917,10.035,9.917,9.956,94818.0
1999-07-21,9.839,9.839,9.633,9.711,91690.0
1999-07-22,9.711,9.789,9.583,9.633,112048.0
1999-07-23,9.711,9.711,9.633,9.672,115724.0
1999-07-26,9.711,9.711,9.4656,9.4656,45759.0
1999-07-27,9.544,9.839,9.4656,9.789,117960.0
1999-07-28,9.711,9.878,9.672,9.672,50313.0
1999-07-29,9.633,9.633,9.3873,9.3873,66672.0
1999-07-30,9.4266,9.544,9.4266,9.544,87187.0
1999-08-02,9.633,9.633,9.505,9.544,65218.0
1999-08-03,9.505,9.505,9.4266,9.4656,74160.0
1999-08-04,9.4656,9.505,9.3873,9.4656,78940.0
1999-08-05,9.3873,9.3873,9.299,9.299,74226.0
1999-08-06,9.299,9.505,9.299,9.3873,142931.0
1999-08-09,9.299,9.3384,9.2598,9.2598,121903.0
1999-08-10,9.3384,9.3384,9.1814,9.1814,64075.0
1999-08-11,9.2598,9.3384,9.1814,9.299,48214.0
1999-08-12,9.3384,9.4656,9.3384,9.4656,56734.0
1999-08-13,9.4656,9.75,9.3873,9.672,94186.0
1999-08-16,9.672,9.711,9.633,9.672,95109.0
1999-08-17,9.711,9.711,9.633,9.672,96492.0
1999-08-18,9.995,10.28,9.917,9.956,256581.0
1999-08-19,9.917,10.035,9.878,9.956,131209.0
1999-08-20,9.995,10.084,9.956,10.035,129747.0
1999-08-23,10.123,10.859,10.123,10.859,514435.0
1999-08-24,10.732,11.182,10.732,10.859,780805.0
1999-08-25,10.976,11.271,10.976,11.065,459786.0
1999-08-26,11.065,11.065,10.653,10.732,214162.0
1999-08-27,10.732,11.271,10.732,11.271,216658.0
1999-08-30,11.271,11.477,11.182,11.271,315658.0
1999-08-31,10.976,11.182,10.976,11.182,154428.0
1999-09-01,11.182,11.879,11.182,11.8,446783.0
1999-09-02,11.8,11.8,11.477,11.683,446189.0
1999-09-03,11.879,12.625,11.879,12.497,665015.0
1999-09-06,12.418,12.821,12.085,12.625,509464.0
1999-09-07,12.703,13.027,12.418,12.497,371179.0
1999-09-08,12.418,12.418,12.006,12.006,373334.0
1999-09-09,12.085,12.291,12.006,12.006,233492.0
1999-09-10,12.212,12.418,12.006,12.212,199421.0
1999-09-13,12.006,12.006,11.594,11.594,264861.0
1999-09-14,11.594,11.594,11.271,11.388,328957.0
1999-09-15,11.182,11.388,10.447,11.182,320802.0
1999-09-16,10.732,10.976,10.653,10.732,313237.0
1999-09-17,10.976,11.271,10.976,11.065,335646.0
1999-09-20,11.182,11.182,10.732,10.732,185928.0
1999-09-21,10.653,10.859,10.447,10.653,240500.0
1999-09-22,10.241,10.241,10.035,10.035,339982.0
1999-09-23,10.035,10.447,10.035,10.28,126389.0
1999-09-24,9.917,9.917,9.583,9.789,205478.0
1999-09-27,9.917,9.956,9.789,9.917,125747.0
1999-09-28,10.084,10.084,9.789,9.839,97376.0
1999-09-29,9.917,9.917,9.583,9.75,90582.0
1999-09-30,9.633,9.839,9.505,9.75,136478.0
1999-10-01,9.917,9.917,9.672,9.75,94879.0
1999-10-04,9.75,9.995,9.75,9.956,172610.0
1999-10-05,10.123,10.368,10.123,10.162,128063.0
1999-10-06,10.123,10.447,10.123,10.447,136724.0
1999-10-07,10.447,10.486,10.241,10.368,216914.0
1999-10-08,10.33,10.653,10.33,10.486,259580.0
1999-10-11,10.447,10.536,10.241,10.33,178255.0
1999-10-12,10.33,10.33,10.035,10.084,44971.0
1999-10-13,10.035,10.035,9.878,9.956,97098.0
1999-10-14,9.956,10.33,9.956,10.084,161959.0
1999-10-15,10.162,10.162,9.75,9.917,136551.0
1999-10-18,9.839,9.995,9.839,9.839,155507.0
1999-10-19,9.956,10.162,9.917,10.123,145215.0
1999-10-20,10.201,10.447,10.201,10.447,167194.0
1999-10-21,10.486,10.486,10.28,10.33,258491.0
1999-10-22,10.486,10.859,10.486,10.653,130589.0
1999-10-25,10.653,10.653,10.368,10.536,143785.0
1999-10-26,10.447,10.536,10.33,10.536,65235.0
1999-10-27,10.33,10.613,10.33,10.536,173876.0
1999-10-28,10.33,10.536,10.33,10.536,99565.0
1999-10-29,10.574,10.613,10.486,10.536,82894.0
1999-11-02,10.447,10.447,10.33,10.407,54028.0
1999-11-03,10.368,10.574,10.368,10.536,88123.0
1999-11-04,10.447,10.447,10.084,10.123,69406.0
1999-11-05,10.035,10.123,9.672,10.035,131621.0
1999-11-08,9.956,9.956,9.75,9.789,111726.0
1999-11-09,9.839,10.035,9.839,9.878,84627.0
1999-11-10,9.4266,9.672,9.4266,9.505,76377.0
1999-11-15,9.505,9.711,9.505,9.711,87986.0
1999-11-16,9.75,9.995,9.75,9.878,52414.0
1999-11-17,9.878,9.995,9.839,9.839,64221.0
1999-11-18,9.956,10.33,9.956,10.241,107141.0
1999-11-19,10.368,10.859,10.368,10.859,348583.0
1999-11-22,11.025,11.594,11.025,11.388,254739.0
1999-11-23,11.182,11.594,11.182,11.427,782450.0
1999-11-24,11.594,12.625,11.594,12.576,516032.0
1999-11-25,12.418,12.703,12.212,12.418,799526.0
1999-11-26,12.418,12.497,12.085,12.085,504819.0
1999-11-29,11.762,12.212,11.762,11.879,555832.0
1999-11-30,12.33,12.576,12.33,12.497,478262.0
1999-12-01,12.782,13.517,12.782,13.439,782889.0
1999-12-02,13.566,13.605,13.233,13.517,690835.0
1999-12-03,13.321,13.645,13.233,13.645,558862.0
1999-12-06,13.566,13.889,13.566,13.851,380919.0
1999-12-07,13.851,13.851,13.36,13.566,236617.0
1999-12-08,13.645,13.645,13.233,13.439,577918.0
1999-12-09,13.439,13.772,13.271,13.683,287111.0
1999-12-10,13.851,13.851,13.566,13.723,431558.0
1999-12-13,13.851,15.489,13.851,15.41,535732.0
1999-12-14,15.165,15.449,14.135,14.301,1083192.0
1999-12-15,14.469,14.626,13.772,14.341,413025.0
1999-12-16,14.38,14.469,14.214,14.341,318093.0
1999-12-17,14.665,14.665,14.38,14.665,569653.0
1999-12-20,14.792,14.792,14.586,14.665,286103.0
1999-12-21,14.665,14.665,14.341,14.469,469144.0
1999-12-22,14.665,15.283,14.665,15.283,361633.0
1999-12-23,15.283,15.94,15.283,15.812,661427.0
1999-12-27,15.901,16.43,15.901,16.313,546402.0
1999-12-28,16.107,16.558,15.528,15.528,424822.0
1999-12-29,16.224,16.96,16.224,16.96,453310.0
2000-01-03,17.824,19.216,17.824,19.216,658703.0
2000-01-04,18.353,19.137,18.353,18.931,714558.0
2000-01-05,17.784,19.01,17.784,18.402,793313.0
2000-01-06,19.01,19.137,18.686,19.137,657611.0
2000-01-07,19.951,21.512,19.951,21.512,1078209.0
2000-01-10,21.924,25.033,21.924,24.179,545671.0
2000-01-11,24.092,25.328,23.071,24.827,1640334.0
2000-01-12,24.092,24.298,23.767,23.886,991046.0
2000-01-13,23.767,24.827,23.356,23.767,700117.0
2000-01-14,23.767,23.767,21.924,22.659,553493.0
2000-01-17,22.659,23.15,22.13,23.15,422589.0
2000-01-18,22.944,23.356,21.512,22.041,350377.0
2000-01-19,21.1,21.187,20.157,21.1,605122.0
2000-01-20,21.1,21.1,20.492,20.688,420652.0
2000-01-21,20.531,20.894,20.492,20.609,348498.0
2000-01-24,20.492,20.492,19.343,19.549,452327.0
2000-01-25,19.422,19.422,18.196,18.598,779685.0
2000-01-26,18.854,19.913,18.854,19.628,817051.0
2000-01-27,19.628,20.894,19.628,20.894,765511.0
2000-01-28,20.569,21.924,20.492,21.187,1156551.0
2000-01-31,20.688,22.335,20.688,22.13,676372.0
2000-02-01,22.738,25.445,22.738,25.445,953398.0
2000-02-02,25.033,27.417,25.033,27.005,1323837.0
2000-02-03,27.495,31.634,27.495,30.604,640272.0
2000-02-04,30.202,32.655,28.515,30.398,801862.0
2000-02-07,30.075,33.067,29.172,32.576,1399295.0
2000-02-08,33.067,35.98,33.067,35.568,1044652.0
2000-02-09,36.383,41.591,36.383,38.678,1286941.0
2000-02-10,36.383,40.316,36.383,39.09,942106.0
2000-02-11,40.031,41.797,38.678,38.884,1288728.0
2000-02-14,36.383,38.884,36.383,38.766,609313.0
2000-02-15,39.914,39.914,37.942,38.766,784507.0
2000-02-16,39.708,39.708,38.472,39.708,424140.0
2000-02-17,39.296,41.179,38.766,40.728,620054.0
2000-02-18,41.797,44.053,41.797,43.641,804837.0
2000-02-21,41.385,45.073,41.385,44.867,560560.0
2000-02-22,45.485,52.244,45.485,51.832,953211.0
2000-02-23,49.987,60.032,49.987,55.52,602891.0
2000-02-24,54.902,62.073,54.902,62.073,1577902.0
2000-02-25,60.434,60.434,54.706,56.952,1801005.0
2000-02-28,54.5,56.746,49.781,55.932,1463944.0
2000-02-29,59.826,64.947,57.982,64.123,1130569.0
2000-03-01,65.761,70.479,65.761,70.273,1177216.0
2000-03-02,72.322,75.187,66.585,67.409,1338217.0
2000-03-03,65.359,71.705,65.359,70.89,834279.0
2000-03-06,71.705,71.705,65.565,65.967,761183.0
2000-03-07,65.153,67.605,65.153,66.173,615538.0
2000-03-08,63.103,65.967,63.103,64.123,575902.0
2000-03-09,66.379,70.479,65.967,69.861,966868.0
2000-03-10,72.932,78.061,72.734,75.393,1352969.0
2000-03-13,71.293,71.293,64.535,66.379,1056946.0
2000-03-14,68.223,71.911,67.811,70.89,590171.0
2000-03-15,65.565,67.409,65.153,65.761,306401.0
2000-03-16,69.047,70.273,65.761,69.047,305603.0
2000-03-17,72.117,72.117,67.203,68.017,268902.0
2000-03-20,68.017,68.017,65.761,66.173,241305.0
2000-03-21,65.153,65.967,62.691,63.515,292073.0
2000-03-22,65.565,65.565,63.103,64.535,301477.0
2000-03-23,65.153,65.153,63.515,64.329,171961.0
2000-03-24,64.535,66.379,63.721,65.761,717845.0
2000-03-27,67.409,67.409,66.173,66.791,250657.0
2000-03-28,66.173,66.585,65.565,65.967,185400.0
2000-03-29,63.103,63.103,59.208,61.877,238071.0
2000-03-30,57.982,57.982,51.626,52.244,694294.0
2000-03-31,52.038,52.656,48.555,52.038,470831.0
2000-04-03,52.038,52.038,46.505,46.917,308907.0
2000-04-04,44.661,48.967,42.611,47.535,675516.0
2000-04-05,46.917,46.917,42.405,43.229,578222.0
2000-04-06,43.847,46.093,43.847,45.279,782831.0
2000-04-07,45.887,46.917,45.073,46.299,475019.0
2000-04-10,47.123,47.123,44.053,44.867,338460.0
2000-04-11,42.405,42.405,38.884,40.11,320719.0
2000-04-12,42.611,44.053,42.003,42.003,259766.0
2000-04-13,39.502,42.405,39.502,41.797,418692.0
2000-04-14,42.003,43.847,40.934,42.003,391970.0
2000-04-17,37.942,37.942,35.038,37.206,405306.0
2000-04-18,39.708,39.708,37.736,39.09,439352.0
2000-04-19,39.708,39.708,37.658,38.07,360442.0
2000-04-20,37.658,38.276,37.206,38.07,264023.0
2000-04-25,36.177,36.383,35.362,35.892,198420.0
2000-04-26,35.98,35.98,33.723,33.723,304859.0
2000-04-27,33.067,33.802,30.604,31.222,559560.0
2000-04-28,32.243,33.723,32.243,33.194,633991.0
2000-05-04,31.222,32.046,30.81,31.222,268427.0
2000-05-05,30.281,30.281,28.643,29.457,478045.0
2000-05-08,29.055,29.055,27.417,27.907,212721.0
2000-05-09,27.907,29.172,27.613,28.966,232884.0
2000-05-10,29.378,31.546,29.378,31.428,1281774.0
2000-05-11,31.428,37.942,31.428,36.794,959153.0
2000-05-12,39.296,43.641,38.07,43.641,1780928.0
2000-05-15,43.229,47.329,41.797,42.817,1466958.0
2000-05-16,45.279,46.917,44.455,44.867,872904.0
2000-05-17,43.229,43.229,40.522,40.934,531597.0
2000-05-18,40.316,42.209,40.316,41.591,534316.0
2000-05-19,40.522,40.934,39.09,39.374,450274.0
2000-05-22,39.09,39.502,37.206,37.206,475288.0
2000-05-23,38.354,38.354,36.383,36.383,578177.0
2000-05-24,34.539,35.362,32.449,34.008,522519.0
2000-05-25,35.48,36.51,34.745,35.892,749361.0
2000-05-26,33.067,34.745,33.067,34.42,399404.0
2000-05-29,35.686,38.678,35.686,38.678,1146160.0
2000-05-30,39.168,41.797,38.56,39.09,835600.0
2000-05-31,40.316,40.316,38.07,39.09,662243.0
2000-06-01,40.316,41.385,39.914,41.179,1235790.0
2000-06-02,40.237,40.237,38.884,39.825,703097.0
2000-06-05,39.914,39.914,37.942,38.276,450103.0
2000-06-06,36.922,37.128,35.156,35.568,820207.0
2000-06-07,35.234,38.276,35.234,37.864,556488.0
2000-06-08,38.766,40.316,38.766,39.502,804659.0
2000-06-09,39.914,40.973,39.374,39.825,751529.0
2000-06-12,39.502,39.502,38.276,38.354,202938.0
2000-06-13,38.276,38.884,37.412,37.53,349144.0
2000-06-14,39.09,39.708,38.678,38.678,274850.0
2000-06-15,39.09,39.09,38.472,38.678,156326.0
2000-06-16,38.766,38.766,38.07,38.07,226943.0
2000-06-19,37.864,37.864,37.0,37.128,146628.0
2000-06-20,39.296,39.502,38.766,39.168,246801.0
2000-06-21,39.296,39.296,38.472,38.884,324769.0
2000-06-23,38.56,39.168,38.56,38.972,115437.0
2000-06-26,39.502,43.229,39.502,42.817,571096.0
2000-06-27,43.435,44.867,42.611,43.023,1184415.0
2000-06-28,43.023,43.435,42.209,43.435,487312.0
2000-06-29,43.435,43.435,40.934,41.385,469925.0
2000-06-30,41.797,41.797,39.296,39.296,516202.0
2000-07-03,39.58,40.855,39.58,40.237,421608.0
2000-07-04,40.522,40.522,39.502,39.825,342431.0
2000-07-05,39.374,39.914,38.276,38.276,432065.0
2000-07-06,38.07,38.07,36.794,37.658,227283.0
2000-07-07,38.472,38.472,37.206,38.07,141962.0
2000-07-10,38.678,38.678,37.412,37.53,115099.0
2000-07-11,37.412,37.412,36.098,36.304,161796.0
2000-07-12,37.412,39.168,37.412,38.678,328004.0
2000-07-13,39.09,39.09,38.148,38.276,200963.0
2000-07-14,38.472,38.884,37.206,37.658,189574.0
2000-07-17,37.864,38.07,37.53,37.658,129381.0
2000-07-18,37.658,39.502,37.658,38.354,284058.0
2000-07-19,38.472,40.031,38.354,38.884,254723.0
2000-07-20,38.884,39.09,38.276,38.354,241265.0
2000-07-21,38.766,38.766,37.658,37.942,169417.0
2000-07-24,37.658,37.658,37.0,37.324,101125.0
2000-07-25,37.206,37.206,36.383,36.51,129298.0
2000-07-26,36.383,36.383,34.135,34.341,194765.0
2000-07-27,33.723,34.626,32.37,34.42,335897.0
2000-07-28,34.341,34.832,33.802,34.135,148166.0
2000-07-31,33.067,33.929,32.449,33.312,192329.0
2000-08-01,32.243,32.782,30.81,31.428,352360.0
2000-08-02,32.449,33.312,32.449,32.988,154236.0
2000-08-03,32.988,32.988,31.634,32.164,229030.0
2000-08-04,33.518,34.135,33.518,34.008,195826.0
2000-08-07,34.135,34.135,33.39,33.39,87084.0
2000-08-08,34.135,34.832,34.135,34.626,193330.0
2000-08-09,35.774,36.922,35.774,36.588,178442.0
2000-08-10,36.304,36.304,34.626,35.362,291898.0
2000-08-11,34.951,34.951,33.929,34.135,241446.0
2000-08-14,34.135,34.341,33.929,34.214,38518.0
2000-08-16,34.745,35.48,34.745,35.48,65396.0
2000-08-17,34.42,34.745,33.39,33.929,88217.0
2000-08-18,34.951,34.951,33.518,34.832,102081.0
2000-08-21,34.135,34.341,33.723,34.008,41118.0
2000-08-22,34.341,34.341,33.929,34.341,53869.0
2000-08-23,34.135,34.745,33.929,34.135,73808.0
2000-08-24,34.951,35.362,34.745,35.156,81513.0
2000-08-25,35.774,35.98,35.48,35.568,138355.0
2000-08-28,35.568,35.568,34.745,34.951,44354.0
2000-08-29,34.745,35.038,34.135,35.038,40215.0
2000-08-30,35.156,35.686,34.539,34.832,153971.0
2000-08-31,35.156,37.53,35.156,37.53,362109.0
2000-09-01,38.678,40.237,38.07,39.708,587111.0
2000-09-04,39.708,39.914,38.354,38.354,418670.0
2000-09-05,38.07,38.884,37.658,38.884,305971.0
2000-09-06,38.276,38.972,38.07,38.678,118981.0
2000-09-07,38.07,38.354,37.206,38.276,186543.0
2000-09-08,38.148,38.148,36.922,37.206,182233.0
2000-09-11,36.383,36.794,36.098,36.304,154094.0
2000-09-12,36.588,37.942,36.588,37.942,197588.0
2000-09-13,37.864,38.276,36.794,37.206,167162.0
2000-09-14,37.658,38.07,37.206,37.942,113423.0
2000-09-15,37.736,37.736,36.922,37.206,157027.0
2000-09-18,36.383,36.794,35.98,36.588,91467.0
2000-09-19,36.177,36.588,35.568,35.774,150535.0
2000-09-20,36.177,36.177,34.832,34.951,108459.0
2000-09-21,34.951,34.951,33.067,33.518,213196.0
2000-09-22,31.546,32.243,30.075,31.35,360922.0
2000-09-25,32.782,33.067,32.243,32.655,156790.0
2000-09-26,31.428,31.634,30.398,30.81,217049.0
2000-09-27,30.604,31.35,30.487,30.693,184271.0
2000-09-28,30.202,30.202,27.819,28.966,248439.0
2000-09-29,29.996,30.604,28.849,30.281,311263.0
2000-10-02,30.202,32.243,30.202,31.634,229519.0
2000-10-03,30.202,31.016,29.457,30.604,110315.0
2000-10-04,29.172,31.016,28.76,30.604,407875.0
2000-10-05,31.016,34.135,30.604,31.958,1040170.0
2000-10-06,31.634,32.243,30.938,31.35,180422.0
2000-10-09,30.398,31.222,29.996,30.81,283699.0
2000-10-10,31.016,31.016,30.202,30.604,271767.0
2000-10-11,29.378,29.378,28.231,28.966,374907.0
2000-10-12,29.457,30.075,28.966,28.966,343398.0
2000-10-13,27.495,28.113,26.877,28.025,303499.0
2000-10-16,29.996,30.281,29.172,29.869,360350.0
2000-10-17,29.663,30.487,29.261,30.281,239685.0
2000-10-18,28.849,29.378,27.083,27.701,256031.0
2000-10-19,29.457,30.604,29.457,29.584,295783.0
2000-10-20,31.016,31.016,30.281,30.693,484859.0
2000-10-23,30.202,30.202,29.79,29.996,109315.0
2000-10-24,29.457,30.202,29.457,29.869,154369.0
2000-10-25,29.378,29.378,28.515,28.849,75101.0
2000-10-26,28.966,28.966,28.231,28.515,100635.0
2000-10-27,28.849,28.849,28.309,28.437,59787.0
2000-10-30,28.515,28.643,27.907,28.643,60976.0
2000-10-31,28.113,29.055,28.113,28.966,97508.0
2000-11-02,29.79,30.604,29.584,30.604,178923.0
2000-11-03,31.222,31.84,31.222,31.546,464261.0
2000-11-06,31.428,33.518,31.428,33.518,422956.0
2000-11-07,33.518,33.802,32.449,33.067,247470.0
2000-11-08,33.067,33.067,32.046,32.449,239883.0
2000-11-09,31.752,31.84,30.81,31.634,313103.0
2000-11-10,31.428,31.428,30.075,30.81,188190.0
2000-11-13,29.172,29.172,27.701,28.76,555014.0
2000-11-14,31.016,31.016,29.378,29.378,603263.0
2000-11-15,27.907,27.907,23.886,24.179,658248.0
2000-11-16,25.122,25.122,21.796,24.298,1193223.0
2000-11-17,23.562,25.239,23.483,24.504,327777.0
2000-11-20,24.425,25.033,23.562,23.68,230894.0
2000-11-21,23.973,24.179,23.277,23.483,213406.0
2000-11-22,23.562,23.562,21.924,22.738,250811.0
2000-11-23,22.738,22.944,22.041,22.335,188927.0
2000-11-24,22.738,23.483,22.532,23.277,380258.0
2000-11-27,23.973,24.179,23.15,23.277,420654.0
2000-11-28,23.277,23.483,22.532,22.738,181840.0
2000-11-29,22.13,22.453,21.718,21.796,320366.0
2000-11-30,21.306,21.393,20.04,20.286,377623.0
2000-12-01,20.492,20.894,20.119,20.157,266716.0
2000-12-04,19.834,19.913,18.931,18.971,222562.0
2000-12-05,19.383,19.422,18.931,19.216,291714.0
2000-12-06,20.325,20.442,19.834,20.286,406162.0
2000-12-07,20.569,22.13,20.286,22.041,712634.0
2000-12-08,23.356,23.973,22.944,23.15,620563.0
2000-12-11,23.767,23.767,22.944,23.15,369679.0
2000-12-12,22.865,23.277,22.335,22.659,357607.0
2000-12-13,22.738,23.767,22.659,22.944,371011.0
2000-12-14,22.944,23.483,22.738,23.277,315663.0
2000-12-15,23.15,23.562,22.738,23.483,296732.0
2000-12-18,23.562,25.122,23.562,24.504,647587.0
2000-12-19,24.827,25.122,24.179,24.504,391296.0
2000-12-20,24.179,24.425,23.483,23.767,518455.0
2000-12-21,22.738,23.973,22.738,23.562,290165.0
2000-12-22,24.425,24.71,24.092,24.631,242996.0
2000-12-27,25.239,26.348,25.122,26.142,391307.0
2000-12-28,27.005,27.211,25.445,25.936,686628.0
2000-12-29,25.857,26.063,25.239,25.524,243222.0
2001-01-02,24.71,25.651,24.504,25.122,224621.0
2001-01-03,24.827,25.033,23.886,24.179,412171.0
2001-01-04,25.651,25.73,24.631,24.827,552358.0
2001-01-05,25.239,25.239,24.425,24.425,201493.0
2001-01-08,23.973,24.298,22.865,23.071,346174.0
2001-01-09,23.356,23.68,22.738,23.562,345595.0
2001-01-10,23.356,23.483,22.865,22.944,102718.0
2001-01-11,22.738,22.738,21.924,22.041,286355.0
2001-01-12,22.944,23.277,22.659,22.738,410501.0
2001-01-15,22.944,23.071,22.13,22.335,126879.0
2001-01-16,22.13,22.659,21.796,22.335,105830.0
2001-01-17,22.738,23.767,22.247,23.562,412698.0
2001-01-18,23.483,24.504,23.356,23.767,374152.0
2001-01-19,24.827,25.328,24.425,25.033,645774.0
2001-01-22,25.033,25.033,23.886,23.886,233974.0
2001-01-23,23.68,24.179,23.483,23.767,201513.0
2001-01-24,24.179,24.425,23.356,23.562,198338.0
2001-01-25,23.356,23.767,23.277,23.562,184432.0
2001-01-26,22.944,23.562,22.738,23.562,247604.0
2001-01-29,23.483,23.886,23.356,23.767,132432.0
2001-01-30,23.973,24.425,23.562,23.886,132265.0
2001-01-31,23.973,23.973,23.562,23.68,106231.0
2001-02-01,23.483,23.483,23.15,23.277,130940.0
2001-02-02,23.562,23.68,23.15,23.15,96751.0
2001-02-05,22.865,22.944,21.924,22.041,305950.0
2001-02-06,21.796,22.13,21.1,21.718,204736.0
2001-02-07,21.187,21.187,20.119,20.403,378774.0
2001-02-08,20.325,21.1,19.707,19.874,274108.0
2001-02-09,20.08,20.08,19.098,19.098,229215.0
2001-02-12,19.216,19.628,18.892,19.137,220763.0
2001-02-13,19.628,19.874,19.295,19.834,274481.0
2001-02-14,19.256,19.462,19.216,19.462,107134.0
2001-02-15,19.874,19.951,19.383,19.707,247389.0
2001-02-16,19.295,19.422,17.99,18.196,378933.0
2001-02-19,18.196,18.402,16.754,16.754,338921.0
2001-02-20,16.803,17.206,15.901,16.96,1285928.0
2001-02-21,16.842,16.842,16.058,16.391,495341.0
2001-02-22,16.558,16.842,16.313,16.391,481037.0
2001-02-23,16.842,17.333,16.43,16.921,983548.0
2001-02-26,17.333,17.499,16.352,16.352,456705.0
2001-02-27,16.313,16.313,14.341,14.341,598586.0
2001-02-28,13.439,15.616,12.909,15.41,2411926.0
2001-03-01,14.135,15.077,14.135,14.263,835624.0
2001-03-02,14.301,14.665,13.851,14.174,361674.0
2001-03-05,14.263,14.547,13.645,13.645,247590.0
2001-03-06,13.889,14.263,13.194,14.263,645271.0
2001-03-07,13.968,13.968,13.36,13.36,222593.0
2001-03-08,13.075,13.321,12.418,12.625,315060.0
2001-03-09,12.006,12.006,11.182,11.182,592976.0
2001-03-12,10.368,10.898,10.035,10.123,390428.0
2001-03-13,9.917,10.976,9.917,10.976,893837.0
2001-03-14,11.144,12.212,10.78,12.212,1757457.0
2001-03-15,13.36,13.851,12.663,13.851,1998006.0
2001-03-16,14.095,14.341,12.124,12.418,3725717.0
2001-03-19,11.633,13.233,11.633,12.418,565750.0
2001-03-20,12.703,12.988,12.625,12.625,313864.0
2001-03-21,12.418,12.742,12.085,12.085,280463.0
2001-03-22,12.006,12.085,11.516,12.085,187788.0
2001-03-23,12.703,12.703,12.124,12.124,251766.0
2001-03-26,12.006,12.418,11.968,11.968,132844.0
2001-03-27,12.212,12.212,11.839,11.879,129691.0
2001-03-28,12.006,12.085,11.8,11.968,101203.0
2001-03-29,11.683,11.839,11.594,11.594,72549.0
2001-03-30,11.8,11.8,11.104,11.104,167290.0
2001-04-02,11.144,11.144,10.536,10.78,71790.0
2001-04-03,10.407,10.486,10.123,10.368,120274.0
2001-04-04,10.162,10.819,10.084,10.486,231758.0
2001-04-05,10.898,11.065,10.653,11.065,214658.0
2001-04-06,11.271,11.271,10.976,11.025,240797.0
2001-04-09,11.065,11.388,10.819,11.271,213310.0
2001-04-10,11.427,11.968,11.182,11.427,377572.0
2001-04-11,11.683,11.8,11.427,11.633,277969.0
2001-04-12,11.683,11.683,11.31,11.427,124566.0
2001-04-17,11.182,11.182,10.732,10.78,106523.0
2001-04-18,11.025,11.427,10.898,11.427,390228.0
2001-04-19,11.839,11.928,11.427,11.594,390103.0
2001-04-20,11.556,11.762,11.427,11.683,212258.0
2001-04-23,11.31,11.427,11.31,11.31,125440.0
2001-04-24,11.427,11.556,11.182,11.231,121002.0
2001-04-25,11.182,11.35,11.104,11.31,51853.0
2001-04-26,11.427,11.556,11.35,11.556,106137.0
2001-04-27,11.477,11.762,11.31,11.762,190503.0
2001-04-30,11.762,12.33,11.762,11.928,316339.0
2001-05-02,11.928,12.251,11.839,11.968,161859.0
2001-05-04,11.928,11.928,11.516,11.683,138789.0
2001-05-07,11.8,11.968,11.516,11.516,92590.0
2001-05-08,11.388,11.388,10.859,10.938,159814.0
2001-05-09,10.368,10.447,9.956,10.035,291197.0
2001-05-10,10.084,10.536,9.878,10.536,320424.0
2001-05-11,10.368,10.653,10.241,10.33,142204.0
2001-05-14,10.33,10.33,9.956,9.995,136114.0
2001-05-15,10.084,10.201,9.75,9.789,264209.0
2001-05-16,9.633,9.633,9.3384,9.583,244456.0
2001-05-17,9.995,9.995,9.633,9.75,165182.0
2001-05-18,9.711,9.839,9.672,9.672,22479.0
2001-05-21,9.711,9.917,9.711,9.878,72641.0
2001-05-22,9.995,10.33,9.995,10.123,276813.0
2001-05-23,9.995,10.123,9.878,9.878,142659.0
2001-05-24,9.917,9.917,9.789,9.789,161920.0
2001-05-25,9.917,9.917,9.544,9.544,74723.0
2001-05-28,9.505,9.672,9.505,9.583,54211.0
2001-05-29,9.583,9.878,9.583,9.711,42379.0
2001-05-30,9.583,9.672,9.4656,9.505,38823.0
2001-05-31,9.4656,9.4656,9.299,9.3384,144775.0
2001-06-01,9.299,9.299,9.0146,9.2206,161324.0
2001-06-04,9.0538,9.0538,8.4849,8.4849,157652.0
2001-06-05,8.3967,8.4849,8.0141,8.2789,287158.0
2001-06-06,8.3575,8.6027,8.1907,8.1907,299433.0
2001-06-07,8.0337,8.2789,7.7002,8.0337,297249.0
2001-06-08,8.0925,8.2789,7.7394,7.7394,294106.0
2001-06-11,7.7002,7.7198,7.5433,7.6021,289268.0
2001-06-12,7.5629,7.9062,7.5629,7.8669,216690.0
2001-06-13,8.0729,8.3967,8.0141,8.2789,296447.0
2001-06-15,8.4457,8.7694,8.1121,8.6027,243752.0
2001-06-18,8.5242,8.8871,8.3181,8.8086,263275.0
2001-06-19,8.8479,9.0538,8.5634,9.0146,213959.0
2001-06-20,8.8871,9.711,8.8871,9.583,375094.0
2001-06-21,9.75,10.447,9.711,10.407,577720.0
2001-06-22,10.574,10.976,10.33,10.368,628122.0
2001-06-25,10.035,10.653,9.633,10.536,871720.0
2001-06-26,10.653,10.78,10.162,10.653,823526.0
2001-06-27,10.732,10.732,10.407,10.732,319382.0
2001-06-28,10.613,10.613,10.123,10.123,214740.0
2001-06-29,9.956,10.613,9.672,10.33,903170.0
2001-07-02,10.201,10.201,9.0931,9.3873,129271.0
2001-07-03,9.3384,9.4266,8.7694,8.7694,99043.0
2001-07-04,8.8086,8.8086,8.1318,8.1907,75960.0
2001-07-05,8.2789,8.4849,8.1907,8.2789,71396.0
